"행정구역","2020년01월_계_총인구수","2020년01월_계_연령구간인구수","2020년01월_계_0~9세","2020년01월_계_10~19세","2020년01월_계_20~29세","2020년01월_계_30~39세","2020년01월_계_40~49세","2020년01월_계_50~59세","2020년01월_계_60~69세","2020년01월_계_70~79세","2020년01월_계_80~89세","2020년01월_계_90~99세","2020년01월_계_100세 이상","2020년01월_남_총인구수","2020년01월_남_연령구간인구수","2020년01월_남_0~9세","2020년01월_남_10~19세","2020년01월_남_20~29세","2020년01월_남_30~39세","2020년01월_남_40~49세","2020년01월_남_50~59세","2020년01월_남_60~69세","2020년01월_남_70~79세","2020년01월_남_80~89세","2020년01월_남_90~99세","2020년01월_남_100세 이상","2020년01월_여_총인구수","2020년01월_여_연령구간인구수","2020년01월_여_0~9세","2020년01월_여_10~19세","2020년01월_여_20~29세","2020년01월_여_30~39세","2020년01월_여_40~49세","2020년01월_여_50~59세","2020년01월_여_60~69세","2020년01월_여_70~79세","2020년01월_여_80~89세","2020년01월_여_90~99세","2020년01월_여_100세 이상"
"경기도 성남시 분당구 (4113500000)","488,114","488,114","41,632","55,481","66,887","72,205","88,672","76,146","47,083","25,227","12,458","2,246","77","236,656","236,656","21,375","28,409","33,621","34,675","41,394","37,378","23,161","11,332","4,695","600","16","251,458","251,458","20,257","27,072","33,266","37,530","47,278","38,768","23,922","13,895","7,763","1,646","61"
"경기도 성남시 분당구 분당동(4113551000)","26,840","26,840","2,102","3,125","3,846","3,722","4,839","4,237","2,740","1,408","701","115","5","13,220","13,220","1,092","1,654","2,007","1,849","2,235","2,018","1,359","674","292","38","2","13,620","13,620","1,010","1,471","1,839","1,873","2,604","2,219","1,381","734","409","77","3"
"경기도 성남시 분당구 수내1동(4113552000)","18,185","18,185","1,283","2,318","2,432","2,579","3,754","2,771","1,370","955","628","93","2","8,677","8,677","657","1,203","1,195","1,196","1,666","1,425","654","396","258","27","0","9,508","9,508","626","1,115","1,237","1,383","2,088","1,346","716","559","370","66","2"
"경기도 성남시 분당구 수내2동(4113553000)","10,825","10,825","1,213","1,998","994","956","2,679","1,451","741","496","250","46","1","5,288","5,288","610","1,021","530","390","1,237","799","362","225","100","14","0","5,537","5,537","603","977","464","566","1,442","652","379","271","150","32","1"
"경기도 성남시 분당구 수내3동(4113554000)","14,401","14,401","1,136","2,532","1,872","1,675","3,333","2,077","1,034","481","218","42","1","7,139","7,139","576","1,330","974","820","1,553","1,088","495","220","74","9","0","7,262","7,262","560","1,202","898","855","1,780","989","539","261","144","33","1"
"경기도 성남시 분당구 정자동(4113554500)","20,113","20,113","1,550","2,027","3,187","3,673","3,331","2,921","1,986","1,003","367","66","2","9,976","9,976","778","1,007","1,667","1,911","1,577","1,418","966","483","157","12","0","10,137","10,137","772","1,020","1,520","1,762","1,754","1,503","1,020","520","210","54","2"
"경기도 성남시 분당구 정자1동(4113555000)","31,136","31,136","2,152","3,344","4,757","5,247","5,995","4,642","2,448","1,634","810","100","7","14,685","14,685","1,081","1,670","2,120","2,401","2,698","2,328","1,212","764","368","40","3","16,451","16,451","1,071","1,674","2,637","2,846","3,297","2,314","1,236","870","442","60","4"
"경기도 성남시 분당구 정자2동(4113556000)","16,364","16,364","978","1,511","2,115","3,054","2,766","2,450","1,684","1,050","632","121","3","7,758","7,758","532","830","1,067","1,532","1,261","1,150","790","394","177","24","1","8,606","8,606","446","681","1,048","1,522","1,505","1,300","894","656","455","97","2"
"경기도 성남시 분당구 정자3동(4113557000)","15,916","15,916","1,423","1,833","2,148","2,396","2,907","2,471","1,321","817","503","95","2","7,699","7,699","758","946","1,082","1,140","1,361","1,198","637","341","203","32","1","8,217","8,217","665","887","1,066","1,256","1,546","1,273","684","476","300","63","1"
"경기도 성남시 분당구 서현1동(4113558000)","32,632","32,632","2,577","4,474","4,597","4,345","6,560","4,844","2,658","1,555","871","146","5","15,786","15,786","1,319","2,264","2,277","2,069","2,994","2,476","1,301","680","365","40","1","16,846","16,846","1,258","2,210","2,320","2,276","3,566","2,368","1,357","875","506","106","4"
"경기도 성남시 분당구 서현2동(4113559000)","18,996","18,996","1,467","2,375","2,882","2,434","3,371","3,368","1,804","788","435","69","3","9,359","9,359","769","1,227","1,524","1,227","1,502","1,661","919","369","142","18","1","9,637","9,637","698","1,148","1,358","1,207","1,869","1,707","885","419","293","51","2"
"경기도 성남시 분당구 이매1동(4113560000)","26,343","26,343","2,378","3,257","3,485","3,719","4,781","4,134","2,508","1,356","610","113","2","12,874","12,874","1,227","1,658","1,807","1,792","2,201","2,065","1,253","617","222","32","0","13,469","13,469","1,151","1,599","1,678","1,927","2,580","2,069","1,255","739","388","81","2"
"경기도 성남시 분당구 이매2동(4113561000)","14,128","14,128","1,071","1,926","1,907","1,416","2,517","2,357","1,607","831","410","81","5","6,938","6,938","569","1,048","1,002","628","1,114","1,183","815","403","156","19","1","7,190","7,190","502","878","905","788","1,403","1,174","792","428","254","62","4"
"경기도 성남시 분당구 야탑1동(4113562000)","17,838","17,838","1,391","1,364","2,872","2,914","2,773","2,772","2,123","1,093","436","96","4","8,817","8,817","708","706","1,472","1,463","1,347","1,330","1,075","511","179","25","1","9,021","9,021","683","658","1,400","1,451","1,426","1,442","1,048","582","257","71","3"
"경기도 성남시 분당구 야탑2동(4113563000)","17,095","17,095","1,312","1,826","2,232","2,228","2,845","2,635","2,166","1,195","553","98","5","8,107","8,107","635","926","1,096","1,020","1,313","1,243","1,076","550","224","23","1","8,988","8,988","677","900","1,136","1,208","1,532","1,392","1,090","645","329","75","4"
"경기도 성남시 분당구 야탑3동(4113564000)","29,864","29,864","2,440","2,245","4,285","5,588","4,540","4,728","3,510","1,663","734","124","7","14,736","14,736","1,266","1,108","2,259","2,991","2,279","2,163","1,705","727","217","21","0","15,128","15,128","1,174","1,137","2,026","2,597","2,261","2,565","1,805","936","517","103","7"
"경기도 성남시 분당구 판교동(4113565000)","23,944","23,944","3,142","3,385","2,381","3,236","5,238","3,318","1,917","887","369","68","3","11,708","11,708","1,612","1,734","1,177","1,408","2,525","1,731","953","409","146","13","0","12,236","12,236","1,530","1,651","1,204","1,828","2,713","1,587","964","478","223","55","3"
"경기도 성남시 분당구 삼평동(4113565500)","24,878","24,878","2,888","3,083","3,024","3,544","4,747","3,921","2,193","983","418","75","2","12,107","12,107","1,519","1,535","1,515","1,608","2,272","1,986","1,059","448","148","16","1","12,771","12,771","1,369","1,548","1,509","1,936","2,475","1,935","1,134","535","270","59","1"
"경기도 성남시 분당구 백현동(4113565700)","28,216","28,216","3,230","3,240","3,846","4,157","4,792","4,727","2,551","1,119","474","78","2","13,585","13,585","1,665","1,650","1,905","1,903","2,283","2,262","1,224","531","142","20","0","14,631","14,631","1,565","1,590","1,941","2,254","2,509","2,465","1,327","588","332","58","2"
"경기도 성남시 분당구 금곡동(4113566200)","29,100","29,100","1,970","2,527","4,195","4,751","4,577","4,606","3,308","1,947","1,013","201","5","13,686","13,686","979","1,269","2,038","2,242","2,139","2,176","1,593","826","363","59","2","15,414","15,414","991","1,258","2,157","2,509","2,438","2,430","1,715","1,121","650","142","3"
"경기도 성남시 분당구 구미1동(4113566500)","18,049","18,049","1,387","1,830","2,753","2,850","3,050","2,977","1,694","940","476","90","2","8,758","8,758","742","903","1,350","1,404","1,447","1,450","846","396","193","27","0","9,291","9,291","645","927","1,403","1,446","1,603","1,527","848","544","283","63","2"
"경기도 성남시 분당구 구미동(4113567000)","31,851","31,851","2,329","2,893","4,579","4,667","5,248","5,245","3,341","2,119","1,169","252","9","15,294","15,294","1,155","1,517","2,289","2,283","2,425","2,513","1,666","920","447","78","1","16,557","16,557","1,174","1,376","2,290","2,384","2,823","2,732","1,675","1,199","722","174","8"
"경기도 성남시 분당구 운중동(4113568000)","21,400","21,400","2,213","2,368","2,498","3,054","4,029","3,494","2,379","907","381","77","0","10,459","10,459","1,126","1,203","1,268","1,398","1,965","1,715","1,201","448","122","13","0","10,941","10,941","1,087","1,165","1,230","1,656","2,064","1,779","1,178","459","259","64","0"
"경기도 의정부시 (4115000000)","451,876","451,876","35,089","43,635","62,493","59,654","74,524","78,789","52,511","30,318","12,939","1,722","202","222,611","222,611","18,129","22,461","31,892","30,312","37,218","38,855","25,304","13,257","4,708","431","44","229,265","229,265","16,960","21,174","30,601","29,342","37,306","39,934","27,207","17,061","8,231","1,291","158"
"경기도 의정부시 의정부1동(4115051000)","30,674","30,674","1,207","1,672","5,538","4,565","4,444","5,573","4,235","2,236","999","147","58","15,646","15,646","642","837","2,635","2,528","2,488","2,989","2,130","978","375","32","12","15,028","15,028","565","835","2,903","2,037","1,956","2,584","2,105","1,258","624","115","46"
"경기도 의정부시 의정부2동(4115052000)","32,123","32,123","1,953","2,344","5,278","4,830","5,074","5,721","3,800","2,160","855","97","11","15,946","15,946","1,037","1,253","2,613","2,521","2,574","2,830","1,797","952","338","27","4","16,177","16,177","916","1,091","2,665","2,309","2,500","2,891","2,003","1,208","517","70","7"
"경기도 의정부시 호원1동(4115054500)","36,513","36,513","2,582","2,874","4,721","4,970","5,835","5,819","5,007","3,388","1,175","123","19","17,884","17,884","1,359","1,469","2,298","2,554","3,020","2,805","2,294","1,547","500","34","4","18,629","18,629","1,223","1,405","2,423","2,416","2,815","3,014","2,713","1,841","675","89","15"
"경기도 의정부시 호원2동(4115055500)","35,947","35,947","2,741","3,676","4,621","4,323","5,891","6,031","4,283","3,012","1,221","140","8","17,460","17,460","1,391","1,841","2,371","2,134","2,886","2,945","2,002","1,331","506","52","1","18,487","18,487","1,350","1,835","2,250","2,189","3,005","3,086","2,281","1,681","715","88","7"
"경기도 의정부시 장암동(4115056100)","19,642","19,642","1,428","2,056","2,268","2,206","3,318","3,269","2,615","1,651","721","100","10","9,357","9,357","718","1,055","1,162","1,084","1,632","1,517","1,239","699","236","14","1","10,285","10,285","710","1,001","1,106","1,122","1,686","1,752","1,376","952","485","86","9"
"경기도 의정부시 신곡1동(4115056700)","45,321","45,321","3,137","4,443","6,435","5,556","7,312","8,644","5,516","2,892","1,233","142","11","22,345","22,345","1,686","2,237","3,369","2,839","3,521","4,213","2,733","1,288","421","35","3","22,976","22,976","1,451","2,206","3,066","2,717","3,791","4,431","2,783","1,604","812","107","8"
"경기도 의정부시 신곡2동(4115056800)","44,631","44,631","3,200","5,174","6,528","4,765","7,382","8,461","5,060","2,639","1,238","176","8","21,609","21,609","1,627","2,705","3,337","2,381","3,495","4,013","2,455","1,136","419","38","3","23,022","23,022","1,573","2,469","3,191","2,384","3,887","4,448","2,605","1,503","819","138","5"
"경기도 의정부시 송산1동(4115057300)","29,073","29,073","1,981","2,893","3,996","3,495","4,756","5,382","3,551","1,891","964","154","10","14,431","14,431","1,004","1,511","2,125","1,840","2,342","2,700","1,740","828","304","36","1","14,642","14,642","977","1,382","1,871","1,655","2,414","2,682","1,811","1,063","660","118","9"
"경기도 의정부시 송산2동(4115057600)","34,791","34,791","3,088","4,628","4,651","4,090","6,767","5,843","2,857","1,867","879","117","4","17,177","17,177","1,598","2,342","2,435","1,985","3,271","3,039","1,381","767","331","26","2","17,614","17,614","1,490","2,286","2,216","2,105","3,496","2,804","1,476","1,100","548","91","2"
"경기도 의정부시 송산3동(4115057800)","46,075","46,075","7,068","4,976","5,111","8,844","8,560","5,830","3,403","1,573","615","94","1","22,421","22,421","3,593","2,515","2,512","4,209","4,314","2,779","1,587","702","181","29","0","23,654","23,654","3,475","2,461","2,599","4,635","4,246","3,051","1,816","871","434","65","1"
"경기도 의정부시 자금동(4115058000)","28,133","28,133","2,135","2,770","3,878","3,336","4,525","5,278","3,296","1,903","873","121","18","13,811","13,811","1,080","1,444","2,039","1,645","2,212","2,582","1,631","832","304","32","10","14,322","14,322","1,055","1,326","1,839","1,691","2,313","2,696","1,665","1,071","569","89","8"
"경기도 의정부시 가능동(4115059500)","26,560","26,560","1,587","2,151","3,705","3,424","4,001","5,205","3,517","2,071","779","111","9","13,247","13,247","821","1,117","1,950","1,826","2,033","2,579","1,729","884","282","25","1","13,313","13,313","766","1,034","1,755","1,598","1,968","2,626","1,788","1,187","497","86","8"
"경기도 의정부시 흥선동(4115061500)","19,711","19,711","1,250","1,697","2,608","2,364","2,993","3,706","2,726","1,557","686","91","33","9,975","9,975","650","905","1,400","1,303","1,585","1,879","1,302","671","256","22","2","9,736","9,736","600","792","1,208","1,061","1,408","1,827","1,424","886","430","69","31"
"경기도 의정부시 녹양동(4115062000)","22,682","22,682","1,732","2,281","3,155","2,886","3,666","4,027","2,645","1,478","701","109","2","11,302","11,302","923","1,230","1,646","1,463","1,845","1,985","1,284","642","255","29","0","11,380","11,380","809","1,051","1,509","1,423","1,821","2,042","1,361","836","446","80","2"
"경기도 안양시 (4117000000)","565,352","565,352","42,436","55,356","80,888","80,258","91,667","100,827","67,148","30,860","13,756","1,987","169","279,857","279,857","21,606","28,670","42,066","41,086","44,789","49,081","33,394","13,956","4,684","475","50","285,495","285,495","20,830","26,686","38,822","39,172","46,878","51,746","33,754","16,904","9,072","1,512","119"
"경기도 안양시 만안구 (4117100000)","243,176","243,176","16,629","19,897","35,340","34,305","36,302","44,647","32,501","15,894","6,675","906","80","121,839","121,839","8,431","10,340","18,493","18,032","18,514","21,988","16,105","7,323","2,374","215","24","121,337","121,337","8,198","9,557","16,847","16,273","17,788","22,659","16,396","8,571","4,301","691","56"
"경기도 안양시 만안구 안양1동(4117151000)","14,025","14,025","1,065","1,253","2,133","2,183","2,187","2,454","1,673","724","300","52","1","6,996","6,996","528","645","1,094","1,120","1,073","1,238","827","340","116","15","0","7,029","7,029","537","608","1,039","1,063","1,114","1,216","846","384","184","37","1"
"경기도 안양시 만안구 안양2동(4117152000)","21,669","21,669","1,256","1,594","3,377","3,128","3,069","4,006","3,017","1,546","586","80","10","10,873","10,873","619","841","1,709","1,675","1,562","2,001","1,510","714","223","15","4","10,796","10,796","637","753","1,668","1,453","1,507","2,005","1,507","832","363","65","6"
"경기도 안양시 만안구 안양3동(4117153000)","16,791","16,791","965","1,358","2,506","2,307","2,366","3,131","2,467","1,177","452","55","7","8,355","8,355","505","710","1,311","1,230","1,223","1,475","1,184","554","149","13","1","8,436","8,436","460","648","1,195","1,077","1,143","1,656","1,283","623","303","42","6"
"경기도 안양시 만안구 안양4동(4117154000)","7,274","7,274","314","508","1,081","936","1,089","1,326","1,026","637","312","45","0","3,640","3,640","156","261","535","522","572","686","507","263","121","17","0","3,634","3,634","158","247","546","414","517","640","519","374","191","28","0"
"경기도 안양시 만안구 안양5동(4117155000)","13,213","13,213","605","976","1,820","1,663","1,889","2,472","2,066","1,125","533","59","5","6,598","6,598","333","518","942","921","954","1,248","1,000","486","177","18","1","6,615","6,615","272","458","878","742","935","1,224","1,066","639","356","41","4"
"경기도 안양시 만안구 안양6동(4117156000)","19,644","19,644","1,100","1,252","2,924","3,223","2,931","3,460","2,773","1,333","580","54","14","10,145","10,145","571","627","1,574","1,799","1,562","1,754","1,369","641","223","20","5","9,499","9,499","529","625","1,350","1,424","1,369","1,706","1,404","692","357","34","9"
"경기도 안양시 만안구 안양7동(4117157000)","16,113","16,113","1,822","1,365","2,123","2,886","2,640","2,691","1,626","657","238","58","7","7,980","7,980","922","695","1,054","1,426","1,336","1,341","804","296","92","11","3","8,133","8,133","900","670","1,069","1,460","1,304","1,350","822","361","146","47","4"
"경기도 안양시 만안구 안양8동(4117158000)","11,159","11,159","542","751","1,726","1,587","1,557","2,074","1,744","816","308","50","4","5,727","5,727","275","379","926","926","842","1,021","847","388","117","6","0","5,432","5,432","267","372","800","661","715","1,053","897","428","191","44","4"
"경기도 안양시 만안구 안양9동(4117158100)","17,660","17,660","1,071","1,371","2,622","2,210","2,359","3,419","2,650","1,320","556","73","9","8,737","8,737","535","701","1,390","1,194","1,183","1,631","1,285","601","200","14","3","8,923","8,923","536","670","1,232","1,016","1,176","1,788","1,365","719","356","59","6"
"경기도 안양시 만안구 석수1동(4117159000)","20,146","20,146","1,536","1,645","2,675","2,804","3,116","3,585","2,766","1,348","568","98","5","9,876","9,876","814","861","1,389","1,361","1,533","1,666","1,368","661","196","24","3","10,270","10,270","722","784","1,286","1,443","1,583","1,919","1,398","687","372","74","2"
"경기도 안양시 만안구 석수2동(4117160000)","32,448","32,448","2,307","2,733","4,636","4,377","4,887","6,197","4,147","2,154","884","118","8","16,251","16,251","1,156","1,463","2,406","2,216","2,519","3,069","2,083","991","320","27","1","16,197","16,197","1,151","1,270","2,230","2,161","2,368","3,128","2,064","1,163","564","91","7"
"경기도 안양시 만안구 석수3동(4117161000)","14,055","14,055","1,022","1,482","2,005","1,674","2,228","2,641","1,754","826","386","36","1","7,071","7,071","499","788","1,102","854","1,137","1,321","894","357","115","4","0","6,984","6,984","523","694","903","820","1,091","1,320","860","469","271","32","1"
"경기도 안양시 만안구 박달1동(4117162100)","15,678","15,678","808","1,239","2,206","1,779","2,406","3,185","2,225","1,242","517","64","7","7,916","7,916","388","643","1,161","988","1,235","1,657","1,096","566","165","14","3","7,762","7,762","420","596","1,045","791","1,171","1,528","1,129","676","352","50","4"
"경기도 안양시 만안구 박달2동(4117163000)","23,301","23,301","2,216","2,370","3,506","3,548","3,578","4,006","2,567","989","455","64","2","11,674","11,674","1,130","1,208","1,900","1,800","1,783","1,880","1,331","465","160","17","0","11,627","11,627","1,086","1,162","1,606","1,748","1,795","2,126","1,236","524","295","47","2"
"경기도 안양시 동안구 (4117300000)","322,176","322,176","25,807","35,459","45,548","45,953","55,365","56,180","34,647","14,966","7,081","1,081","89","158,018","158,018","13,175","18,330","23,573","23,054","26,275","27,093","17,289","6,633","2,310","260","26","164,158","164,158","12,632","17,129","21,975","22,899","29,090","29,087","17,358","8,333","4,771","821","63"
"경기도 안양시 동안구 비산1동(4117351000)","22,184","22,184","1,963","2,387","2,994","2,929","3,685","3,992","2,662","1,045","431","78","18","10,794","10,794","1,031","1,234","1,485","1,419","1,756","1,893","1,322","471","155","27","1","11,390","11,390","932","1,153","1,509","1,510","1,929","2,099","1,340","574","276","51","17"
"경기도 안양시 동안구 비산2동(4117352000)","11,262","11,262","854","1,165","1,633","1,442","1,784","2,156","1,351","600","225","42","10","5,465","5,465","426","581","841","715","825","1,027","681","289","67","9","4","5,797","5,797","428","584","792","727","959","1,129","670","311","158","33","6"
"경기도 안양시 동안구 비산3동(4117353000)","23,310","23,310","1,337","1,974","3,707","2,990","3,193","4,737","3,223","1,334","690","118","7","11,542","11,542","688","1,056","1,988","1,589","1,553","2,209","1,626","595","204","31","3","11,768","11,768","649","918","1,719","1,401","1,640","2,528","1,597","739","486","87","4"
"경기도 안양시 동안구 부흥동(4117354000)","17,950","17,950","1,585","2,361","2,177","2,310","3,451","2,761","1,947","869","430","57","2","8,665","8,665","842","1,231","1,131","1,072","1,603","1,358","921","376","118","12","1","9,285","9,285","743","1,130","1,046","1,238","1,848","1,403","1,026","493","312","45","1"
"경기도 안양시 동안구 달안동(4117354600)","11,319","11,319","857","801","1,428","2,521","1,937","1,676","1,157","566","329","46","1","5,183","5,183","451","419","663","1,255","888","720","487","206","86","8","0","6,136","6,136","406","382","765","1,266","1,049","956","670","360","243","38","1"
"경기도 안양시 동안구 관양1동(4117355000)","37,542","37,542","2,453","3,129","6,086","5,062","5,390","7,161","4,785","2,310","1,019","139","8","18,392","18,392","1,283","1,633","3,220","2,661","2,616","3,342","2,273","1,002","320","40","2","19,150","19,150","1,170","1,496","2,866","2,401","2,774","3,819","2,512","1,308","699","99","6"
"경기도 안양시 동안구 관양2동(4117356000)","19,371","19,371","1,330","1,493","2,952","3,153","3,041","3,515","2,211","1,115","497","60","4","9,855","9,855","678","740","1,598","1,731","1,527","1,746","1,118","510","190","17","0","9,516","9,516","652","753","1,354","1,422","1,514","1,769","1,093","605","307","43","4"
"경기도 안양시 동안구 부림동(4117356600)","27,502","27,502","2,553","2,538","3,681","5,906","5,211","3,959","2,143","987","469","51","4","13,328","13,328","1,250","1,307","1,819","3,004","2,500","1,853","1,060","371","154","9","1","14,174","14,174","1,303","1,231","1,862","2,902","2,711","2,106","1,083","616","315","42","3"
"경기도 안양시 동안구 평촌동(4117357000)","15,629","15,629","1,491","1,810","2,293","1,921","2,751","3,005","1,410","579","330","35","4","7,710","7,710","762","926","1,219","891","1,283","1,502","726","268","121","11","1","7,919","7,919","729","884","1,074","1,030","1,468","1,503","684","311","209","24","3"
"경기도 안양시 동안구 평안동(4117357600)","24,369","24,369","2,592","3,831","2,669","3,382","5,381","3,457","1,778","772","439","65","3","11,927","11,927","1,307","2,009","1,383","1,577","2,546","1,745","901","308","130","18","3","12,442","12,442","1,285","1,822","1,286","1,805","2,835","1,712","877","464","309","47","0"
"경기도 안양시 동안구 귀인동(4117357800)","17,014","17,014","1,473","3,425","1,994","1,271","4,088","2,649","1,187","595","286","45","1","8,397","8,397","809","1,797","1,001","540","1,860","1,396","614","255","112","13","0","8,617","8,617","664","1,628","993","731","2,228","1,253","573","340","174","32","1"
"경기도 안양시 동안구 호계1동(4117358000)","8,188","8,188","982","752","971","1,630","1,447","1,234","740","280","123","25","4","4,189","4,189","497","394","490","827","766","642","387","148","37","0","1","3,999","3,999","485","358","481","803","681","592","353","132","86","25","3"
"경기도 안양시 동안구 호계2동(4117359000)","23,733","23,733","1,641","2,054","3,861","3,616","3,272","4,507","3,082","1,126","482","84","8","11,713","11,713","836","1,058","1,988","1,874","1,590","2,131","1,524","539","159","12","2","12,020","12,020","805","996","1,873","1,742","1,682","2,376","1,558","587","323","72","6"
"경기도 안양시 동안구 호계3동(4117360000)","22,276","22,276","1,683","2,172","3,355","3,098","3,398","4,304","2,827","949","410","73","7","11,195","11,195","855","1,082","1,774","1,613","1,656","2,083","1,501","479","135","13","4","11,081","11,081","828","1,090","1,581","1,485","1,742","2,221","1,326","470","275","60","3"
"경기도 안양시 동안구 범계동(4117361000)","15,778","15,778","1,227","2,373","2,105","1,936","3,099","2,560","1,323","698","377","78","2","7,565","7,565","603","1,253","1,045","893","1,399","1,254","679","287","133","19","0","8,213","8,213","624","1,120","1,060","1,043","1,700","1,306","644","411","244","59","2"
"경기도 안양시 동안구 신촌동(4117362000)","13,388","13,388","981","1,663","2,043","1,616","2,246","2,538","1,487","546","235","33","0","6,582","6,582","476","853","1,076","815","988","1,245","790","256","74","9","0","6,806","6,806","505","810","967","801","1,258","1,293","697","290","161","24","0"
"경기도 안양시 동안구 갈산동(4117363000)","11,361","11,361","805","1,531","1,599","1,170","1,991","1,969","1,334","595","309","52","6","5,516","5,516","381","757","852","578","919","947","679","273","115","12","3","5,845","5,845","424","774","747","592","1,072","1,022","655","322","194","40","3"
"경기도 부천시 (4119000000)","828,947","828,947","61,547","74,101","119,505","120,614","132,845","150,596","102,941","44,753","18,892","2,926","227","411,912","411,912","31,554","38,147","61,648","61,829","66,937","73,342","51,122","20,472","6,151","653","57","417,035","417,035","29,993","35,954","57,857","58,785","65,908","77,254","51,819","24,281","12,741","2,273","170"
"경기도 부천시 심곡동(4119060300)","65,589","65,589","3,380","4,217","10,250","9,983","10,044","12,094","9,288","4,378","1,697","226","32","33,334","33,334","1,788","2,140","5,220","5,522","5,439","6,083","4,444","2,066","587","38","7","32,255","32,255","1,592","2,077","5,030","4,461","4,605","6,011","4,844","2,312","1,110","188","25"
"경기도 부천시 부천동(4119060600)","91,752","91,752","6,149","7,700","13,118","12,799","14,418","17,093","12,271","5,609","2,255","309","31","46,100","46,100","3,168","3,991","6,908","6,675","7,522","8,479","5,976","2,524","773","74","10","45,652","45,652","2,981","3,709","6,210","6,124","6,896","8,614","6,295","3,085","1,482","235","21"
"경기도 부천시 중동(4119061000)","42,360","42,360","2,931","4,009","6,351","5,553","6,567","8,070","5,459","2,262","971","174","13","20,927","20,927","1,508","2,123","3,233","2,797","3,252","3,850","2,741","1,070","310","39","4","21,433","21,433","1,423","1,886","3,118","2,756","3,315","4,220","2,718","1,192","661","135","9"
"경기도 부천시 신중동(4119074200)","130,461","130,461","10,208","11,856","19,538","21,939","20,563","23,020","14,906","5,479","2,502","431","19","63,267","63,267","5,294","6,017","9,642","10,812","9,797","10,748","7,606","2,515","731","100","5","67,194","67,194","4,914","5,839","9,896","11,127","10,766","12,272","7,300","2,964","1,771","331","14"
"경기도 부천시 상동(4119074400)","88,363","88,363","8,614","10,460","12,528","13,060","15,949","15,449","7,993","2,843","1,226","238","3","43,412","43,412","4,372","5,347","6,400","6,202","7,530","7,592","4,242","1,317","361","49","0","44,951","44,951","4,242","5,113","6,128","6,858","8,419","7,857","3,751","1,526","865","189","3"
"경기도 부천시 대산동(4119074600)","83,648","83,648","5,193","6,729","12,060","11,860","12,861","15,152","11,813","5,434","2,193","325","28","41,423","41,423","2,705","3,502","6,249","6,268","6,507","7,170","5,663","2,494","792","65","8","42,225","42,225","2,488","3,227","5,811","5,592","6,354","7,982","6,150","2,940","1,401","260","20"
"경기도 부천시 소사본동(4119075000)","57,206","57,206","3,905","4,608","8,039","8,190","8,163","10,498","8,396","3,719","1,431","233","24","28,308","28,308","1,985","2,328","4,187","4,340","4,077","4,962","4,075","1,813","480","57","4","28,898","28,898","1,920","2,280","3,852","3,850","4,086","5,536","4,321","1,906","951","176","20"
"경기도 부천시 범안동(4119079500)","96,902","96,902","10,559","9,233","11,582","15,616","16,933","14,462","10,872","5,018","2,224","369","34","47,579","47,579","5,363","4,644","5,949","7,640","8,638","6,942","5,239","2,318","751","83","12","49,323","49,323","5,196","4,589","5,633","7,976","8,295","7,520","5,633","2,700","1,473","286","22"
"경기도 부천시 성곡동(4119080000)","86,272","86,272","5,054","7,805","12,910","10,321","13,727","17,316","11,106","5,294","2,378","338","23","43,302","43,302","2,527","4,071","6,869","5,496","6,960","8,699","5,573","2,276","745","81","5","42,970","42,970","2,527","3,734","6,041","4,825","6,767","8,617","5,533","3,018","1,633","257","18"
"경기도 부천시 오정동(4119083000)","86,394","86,394","5,554","7,484","13,129","11,293","13,620","17,442","10,837","4,717","2,015","283","20","44,260","44,260","2,844","3,984","6,991","6,077","7,215","8,817","5,563","2,079","621","67","2","42,134","42,134","2,710","3,500","6,138","5,216","6,405","8,625","5,274","2,638","1,394","216","18"
"경기도 광명시 (4121000000)","315,920","315,920","25,494","32,841","40,872","44,907","54,981","52,477","37,314","18,300","7,512","1,081","141","156,095","156,095","13,058","16,908","21,406","22,724","27,240","26,024","17,845","8,146","2,454","256","34","159,825","159,825","12,436","15,933","19,466","22,183","27,741","26,453","19,469","10,154","5,058","825","107"
"경기도 광명시 광명1동(4121051000)","7,356","7,356","366","611","1,035","971","1,101","1,379","1,061","572","228","29","3","3,718","3,718","197","346","570","538","563","692","502","229","74","7","0","3,638","3,638","169","265","465","433","538","687","559","343","154","22","3"
"경기도 광명시 광명2동(4121052000)","9,488","9,488","400","696","1,349","1,162","1,346","1,819","1,508","861","308","35","4","4,610","4,610","200","334","705","631","668","904","665","383","107","13","0","4,878","4,878","200","362","644","531","678","915","843","478","201","22","4"
"경기도 광명시 광명3동(4121054000)","9,882","9,882","421","619","1,381","1,253","1,439","1,911","1,568","918","323","45","4","4,835","4,835","205","337","738","662","742","931","689","397","116","16","2","5,047","5,047","216","282","643","591","697","980","879","521","207","29","2"
"경기도 광명시 광명4동(4121055000)","14,248","14,248","743","960","1,915","2,058","2,045","2,503","2,299","1,230","411","66","18","6,933","6,933","371","459","1,008","1,112","1,007","1,197","1,060","558","140","16","5","7,315","7,315","372","501","907","946","1,038","1,306","1,239","672","271","50","13"
"경기도 광명시 광명5동(4121056000)","14,804","14,804","964","1,390","1,838","1,910","2,454","2,587","2,060","1,106","437","51","7","7,309","7,309","491","732","992","999","1,262","1,243","948","480","148","12","2","7,495","7,495","473","658","846","911","1,192","1,344","1,112","626","289","39","5"
