"행정구역","2020년01월_계_총인구수","2020년01월_계_연령구간인구수","2020년01월_계_0~9세","2020년01월_계_10~19세","2020년01월_계_20~29세","2020년01월_계_30~39세","2020년01월_계_40~49세","2020년01월_계_50~59세","2020년01월_계_60~69세","2020년01월_계_70~79세","2020년01월_계_80~89세","2020년01월_계_90~99세","2020년01월_계_100세 이상","2020년01월_남_총인구수","2020년01월_남_연령구간인구수","2020년01월_남_0~9세","2020년01월_남_10~19세","2020년01월_남_20~29세","2020년01월_남_30~39세","2020년01월_남_40~49세","2020년01월_남_50~59세","2020년01월_남_60~69세","2020년01월_남_70~79세","2020년01월_남_80~89세","2020년01월_남_90~99세","2020년01월_남_100세 이상","2020년01월_여_총인구수","2020년01월_여_연령구간인구수","2020년01월_여_0~9세","2020년01월_여_10~19세","2020년01월_여_20~29세","2020년01월_여_30~39세","2020년01월_여_40~49세","2020년01월_여_50~59세","2020년01월_여_60~69세","2020년01월_여_70~79세","2020년01월_여_80~89세","2020년01월_여_90~99세","2020년01월_여_100세 이상"
"경기도 광명시 광명6동(4121057000)","11,248","11,248","991","1,165","1,338","1,458","1,898","1,912","1,442","730","266","41","7","5,567","5,567","489","584","701","735","946","968","702","352","79","10","1","5,681","5,681","502","581","637","723","952","944","740","378","187","31","6"
"경기도 광명시 광명7동(4121058000)","17,315","17,315","995","1,658","2,434","2,125","2,617","3,139","2,585","1,218","477","60","7","8,611","8,611","494","846","1,308","1,125","1,294","1,504","1,266","582","178","13","1","8,704","8,704","501","812","1,126","1,000","1,323","1,635","1,319","636","299","47","6"
"경기도 광명시 철산1동(4121059000)","13,121","13,121","1,175","1,604","1,731","1,759","2,506","2,179","1,278","616","226","45","2","6,418","6,418","598","814","894","852","1,191","1,084","638","258","78","11","0","6,703","6,703","577","790","837","907","1,315","1,095","640","358","148","34","2"
"경기도 광명시 철산2동(4121060000)","13,660","13,660","579","1,043","2,221","1,859","2,044","2,844","1,896","783","331","51","9","7,054","7,054","298","553","1,179","1,034","1,055","1,491","961","348","118","14","3","6,606","6,606","281","490","1,042","825","989","1,353","935","435","213","37","6"
"경기도 광명시 철산3동(4121061000)","33,410","33,410","3,158","4,344","4,249","4,163","6,301","5,481","3,476","1,485","646","99","8","16,353","16,353","1,612","2,239","2,198","1,928","2,989","2,697","1,722","714","234","17","3","17,057","17,057","1,546","2,105","2,051","2,235","3,312","2,784","1,754","771","412","82","5"
"경기도 광명시 철산4동(4121062000)","13,730","13,730","1,156","1,286","1,692","2,448","2,423","2,188","1,513","739","257","27","1","6,901","6,901","610","675","892","1,246","1,229","1,099","717","343","84","6","0","6,829","6,829","546","611","800","1,202","1,194","1,089","796","396","173","21","1"
"경기도 광명시 하안1동(4121063100)","26,793","26,793","2,626","3,281","3,250","3,241","5,183","4,476","2,864","1,252","525","87","8","13,423","13,423","1,343","1,681","1,774","1,563","2,568","2,278","1,455","581","160","19","1","13,370","13,370","1,283","1,600","1,476","1,678","2,615","2,198","1,409","671","365","68","7"
"경기도 광명시 하안2동(4121063200)","14,526","14,526","1,131","1,274","1,751","2,720","2,590","2,173","1,515","820","473","67","12","6,906","6,906","571","666","855","1,390","1,283","1,018","658","316","128","18","3","7,620","7,620","560","608","896","1,330","1,307","1,155","857","504","345","49","9"
"경기도 광명시 하안3동(4121063300)","21,241","21,241","1,724","2,076","2,505","3,181","3,714","3,271","2,465","1,451","744","101","9","10,103","10,103","906","1,065","1,248","1,591","1,806","1,588","1,124","536","216","22","1","11,138","11,138","818","1,011","1,257","1,590","1,908","1,683","1,341","915","528","79","8"
"경기도 광명시 하안4동(4121063400)","12,999","12,999","1,157","1,608","1,663","2,144","2,567","1,967","1,102","505","253","32","1","6,296","6,296","597","842","839","1,068","1,206","955","515","193","75","6","0","6,703","6,703","560","766","824","1,076","1,361","1,012","587","312","178","26","1"
"경기도 광명시 소하1동(4121064000)","32,413","32,413","3,271","4,363","3,738","4,174","6,352","4,848","3,439","1,494","602","113","19","15,853","15,853","1,661","2,242","1,934","1,966","3,099","2,390","1,649","697","188","23","4","16,560","16,560","1,610","2,121","1,804","2,208","3,253","2,458","1,790","797","414","90","15"
"경기도 광명시 소하2동(4121065000)","47,402","47,402","4,561","4,765","6,560","8,044","8,157","7,338","4,749","2,249","850","114","15","23,913","23,913","2,373","2,429","3,446","4,146","4,183","3,708","2,293","1,035","266","28","6","23,489","23,489","2,188","2,336","3,114","3,898","3,974","3,630","2,456","1,214","584","86","9"
"경기도 광명시 학온동(4121066000)","2,284","2,284","76","98","222","237","244","462","494","271","155","18","7","1,292","1,292","42","64","125","138","149","277","281","144","65","5","2","992","992","34","34","97","99","95","185","213","127","90","13","5"
"경기도 평택시 (4122000000)","514,876","514,876","48,327","53,123","69,169","76,949","90,548","83,798","49,994","27,631","13,264","1,843","230","265,037","265,037","24,754","27,408","37,723","41,543","47,835","43,847","24,723","12,019","4,620","494","71","249,839","249,839","23,573","25,715","31,446","35,406","42,713","39,951","25,271","15,612","8,644","1,349","159"
"경기도 평택시 팽성읍(4122025000)","27,461","27,461","1,580","1,735","2,972","3,010","3,966","5,219","4,413","2,825","1,503","191","47","14,036","14,036","834","901","1,709","1,710","2,200","2,820","2,061","1,178","561","47","15","13,425","13,425","746","834","1,263","1,300","1,766","2,399","2,352","1,647","942","144","32"
"경기도 평택시 안중읍(4122025300)","43,703","43,703","4,290","6,060","5,587","5,912","8,768","6,666","3,447","1,878","940","145","10","22,351","22,351","2,113","3,082","3,010","3,168","4,462","3,624","1,736","808","311","36","1","21,352","21,352","2,177","2,978","2,577","2,744","4,306","3,042","1,711","1,070","629","109","9"
"경기도 평택시 포승읍(4122025600)","24,083","24,083","2,161","2,046","2,937","4,064","4,695","3,839","2,379","1,255","614","88","5","14,258","14,258","1,084","1,092","1,877","2,653","3,022","2,400","1,292","614","206","18","0","9,825","9,825","1,077","954","1,060","1,411","1,673","1,439","1,087","641","408","70","5"
"경기도 평택시 청북읍(4122025900)","25,626","25,626","4,215","2,885","2,154","4,984","4,877","2,838","1,973","1,075","514","103","8","13,528","13,528","2,213","1,468","1,213","2,533","2,816","1,567","993","536","163","25","1","12,098","12,098","2,002","1,417","941","2,451","2,061","1,271","980","539","351","78","7"
"경기도 평택시 진위면(4122031000)","11,433","11,433","538","861","1,539","1,392","1,734","2,142","1,694","1,005","467","56","5","6,236","6,236","268","461","919","875","999","1,175","877","492","157","12","1","5,197","5,197","270","400","620","517","735","967","817","513","310","44","4"
"경기도 평택시 서탄면(4122032000)","3,663","3,663","127","211","347","379","467","719","692","440","254","25","2","2,016","2,016","63","120","202","237","302","412","378","205","91","5","1","1,647","1,647","64","91","145","142","165","307","314","235","163","20","1"
"경기도 평택시 고덕면(4122033000)","15,684","15,684","1,719","1,336","2,059","2,581","2,525","2,509","1,559","872","452","67","5","8,177","8,177","840","686","1,191","1,381","1,395","1,298","799","410","161","14","2","7,507","7,507","879","650","868","1,200","1,130","1,211","760","462","291","53","3"
"경기도 평택시 오성면(4122034000)","6,823","6,823","348","517","733","642","910","1,374","1,080","723","439","54","3","3,593","3,593","186","273","412","379","543","764","547","333","134","22","0","3,230","3,230","162","244","321","263","367","610","533","390","305","32","3"
"경기도 평택시 현덕면(4122037000)","5,508","5,508","177","313","467","422","640","1,077","1,104","783","467","55","3","2,901","2,901","92","170","268","250","399","617","564","373","155","13","0","2,607","2,607","85","143","199","172","241","460","540","410","312","42","3"
"경기도 평택시 중앙동(4122051000)","43,987","43,987","3,172","5,350","6,859","5,438","7,932","7,922","4,047","2,129","985","138","15","22,402","22,402","1,645","2,761","3,820","2,951","3,925","4,045","1,991","911","313","33","7","21,585","21,585","1,527","2,589","3,039","2,487","4,007","3,877","2,056","1,218","672","105","8"
"경기도 평택시 서정동(4122052000)","26,463","26,463","1,541","2,564","3,823","3,208","4,425","4,995","3,138","1,820","820","112","17","13,363","13,363","777","1,318","2,096","1,783","2,320","2,516","1,471","749","285","40","8","13,100","13,100","764","1,246","1,727","1,425","2,105","2,479","1,667","1,071","535","72","9"
"경기도 평택시 송탄동(4122053500)","18,195","18,195","2,141","1,787","2,345","3,027","3,314","3,002","1,475","704","338","57","5","9,504","9,504","1,098","887","1,285","1,583","1,808","1,583","793","333","116","16","2","8,691","8,691","1,043","900","1,060","1,444","1,506","1,419","682","371","222","41","3"
"경기도 평택시 지산동(4122055000)","11,954","11,954","754","990","2,159","2,130","1,989","1,839","1,121","656","273","38","5","6,292","6,292","377","477","1,233","1,224","1,090","963","552","265","100","10","1","5,662","5,662","377","513","926","906","899","876","569","391","173","28","4"
"경기도 평택시 송북동(4122056000)","22,035","22,035","1,734","2,261","2,985","2,691","3,741","4,110","2,457","1,328","617","98","13","10,989","10,989","858","1,145","1,637","1,360","1,936","2,066","1,208","517","225","30","7","11,046","11,046","876","1,116","1,348","1,331","1,805","2,044","1,249","811","392","68","6"
"경기도 평택시 신장1동(4122057000)","6,813","6,813","549","485","915","1,102","1,135","1,026","822","499","225","44","11","3,356","3,356","280","265","499","596","588","534","339","161","77","12","5","3,457","3,457","269","220","416","506","547","492","483","338","148","32","6"
"경기도 평택시 신장2동(4122058000)","5,753","5,753","193","316","687","615","814","1,036","949","719","348","55","21","2,881","2,881","107","160","371","376","477","537","436","273","118","18","8","2,872","2,872","86","156","316","239","337","499","513","446","230","37","13"
"경기도 평택시 신평동(4122059000)","22,845","22,845","1,192","1,853","3,852","2,924","3,566","4,315","2,757","1,591","693","91","11","11,662","11,662","619","964","2,069","1,647","1,864","2,181","1,337","690","261","27","3","11,183","11,183","573","889","1,783","1,277","1,702","2,134","1,420","901","432","64","8"
"경기도 평택시 원평동(4122060000)","10,840","10,840","625","755","1,582","1,551","1,623","1,956","1,419","865","396","54","14","5,568","5,568","310","396","876","892","826","1,036","692","387","134","15","4","5,272","5,272","315","359","706","659","797","920","727","478","262","39","10"
"경기도 평택시 통복동(4122061000)","4,106","4,106","135","226","577","401","556","859","699","449","180","21","3","2,136","2,136","65","120","329","241","306","448","344","208","67","8","0","1,970","1,970","70","106","248","160","250","411","355","241","113","13","3"
"경기도 평택시 비전1동(4122062000)","74,566","74,566","9,685","8,502","10,014","14,183","14,226","10,072","4,696","2,108","953","118","9","37,766","37,766","5,022","4,343","5,121","7,324","7,298","5,083","2,315","913","320","24","3","36,800","36,800","4,663","4,159","4,893","6,859","6,928","4,989","2,381","1,195","633","94","6"
"경기도 평택시 비전2동(4122063000)","52,408","52,408","5,637","6,268","7,327","8,005","9,297","8,330","4,342","2,092","969","128","13","26,060","26,060","2,892","3,350","3,736","4,045","4,475","4,106","2,149","891","377","37","2","26,348","26,348","2,745","2,918","3,591","3,960","4,822","4,224","2,193","1,201","592","91","11"
"경기도 평택시 용이동(4122063500)","24,684","24,684","3,563","3,033","3,150","4,740","4,995","3,115","1,294","529","232","32","1","12,796","12,796","1,855","1,566","1,666","2,444","2,640","1,671","634","236","76","8","0","11,888","11,888","1,708","1,467","1,484","2,296","2,355","1,444","660","293","156","24","1"
"경기도 평택시 세교동(4122064000)","26,243","26,243","2,251","2,769","4,099","3,548","4,353","4,838","2,437","1,286","585","73","4","13,166","13,166","1,156","1,403","2,184","1,891","2,144","2,401","1,215","536","212","24","0","13,077","13,077","1,095","1,366","1,915","1,657","2,209","2,437","1,222","750","373","49","4"
"경기도 동두천시 (4125000000)","94,719","94,719","6,879","8,967","11,196","10,585","14,870","16,376","12,431","8,704","4,067","564","80","47,276","47,276","3,566","4,515","6,110","5,430","7,656","8,652","6,052","3,619","1,501","157","18","47,443","47,443","3,313","4,452","5,086","5,155","7,214","7,724","6,379","5,085","2,566","407","62"
"경기도 동두천시 생연1동(4125051000)","6,958","6,958","480","581","775","795","1,001","1,262","1,028","657","335","41","3","3,452","3,452","257","273","427","408","514","655","506","273","126","13","0","3,506","3,506","223","308","348","387","487","607","522","384","209","28","3"
"경기도 동두천시 생연2동(4125052000)","11,631","11,631","822","1,230","1,300","1,154","1,924","1,958","1,449","1,169","558","60","7","5,758","5,758","448","626","728","574","993","1,015","671","456","232","13","2","5,873","5,873","374","604","572","580","931","943","778","713","326","47","5"
"경기도 동두천시 중앙동(4125053500)","5,242","5,242","168","238","513","465","621","1,104","1,055","656","326","74","22","2,712","2,712","99","123","276","274","366","628","541","272","100","28","5","2,530","2,530","69","115","237","191","255","476","514","384","226","46","17"
"경기도 동두천시 보산동(4125055000)","3,138","3,138","173","196","352","308","407","596","514","397","172","21","2","1,480","1,480","80","86","212","151","211","298","248","143","46","5","0","1,658","1,658","93","110","140","157","196","298","266","254","126","16","2"
"경기도 동두천시 불현동(4125056500)","28,055","28,055","2,190","2,854","3,540","3,211","4,395","4,925","3,469","2,287","1,051","119","14","13,897","13,897","1,114","1,431","1,924","1,612","2,185","2,560","1,705","948","385","30","3","14,158","14,158","1,076","1,423","1,616","1,599","2,210","2,365","1,764","1,339","666","89","11"
"경기도 동두천시 송내동(4125056600)","25,987","25,987","2,478","3,077","3,287","3,366","4,737","3,885","2,412","1,812","811","118","4","12,791","12,791","1,273","1,548","1,711","1,708","2,350","2,028","1,096","732","313","31","1","13,196","13,196","1,205","1,529","1,576","1,658","2,387","1,857","1,316","1,080","498","87","3"
"경기도 동두천시 소요동(4125058000)","8,680","8,680","387","517","933","807","1,126","1,640","1,565","1,088","521","76","20","4,520","4,520","195","282","541","427","656","892","794","506","201","22","4","4,160","4,160","192","235","392","380","470","748","771","582","320","54","16"
"경기도 동두천시 상패동(4125060000)","5,028","5,028","181","274","496","479","659","1,006","939","638","293","55","8","2,666","2,666","100","146","291","276","381","576","491","289","98","15","3","2,362","2,362","81","128","205","203","278","430","448","349","195","40","5"
"경기도 안산시 (4127000000)","650,559","650,559","46,175","67,575","105,142","85,672","111,005","126,198","64,375","28,611","13,730","1,971","105","333,471","333,471","23,525","34,911","55,904","46,496","56,255","65,185","33,588","12,687","4,487","411","22","317,088","317,088","22,650","32,664","49,238","39,176","54,750","61,013","30,787","15,924","9,243","1,560","83"
"경기도 안산시 상록구 (4127100000)","344,245","344,245","23,793","35,391","56,682","43,673","58,493","66,997","33,907","16,232","7,875","1,149","53","175,550","175,550","12,145","18,237","30,127","23,574","29,544","34,467","17,555","7,055","2,594","242","10","168,695","168,695","11,648","17,154","26,555","20,099","28,949","32,530","16,352","9,177","5,281","907","43"
"경기도 안산시 상록구 일동(4127151000)","25,945","25,945","1,988","2,693","3,887","3,426","4,793","4,655","2,416","1,405","593","86","3","13,218","13,218","991","1,339","2,018","1,844","2,561","2,432","1,210","608","198","17","0","12,727","12,727","997","1,354","1,869","1,582","2,232","2,223","1,206","797","395","69","3"
